country_name,car_maker_name,car_segment_name,car_type_name,energy,code_age,body_style,total_vehicles
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.1204466332285596
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.7805019403995948
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.4730024076169648
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.0085620417117287
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,8.565787736386202
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,6.671510897957122
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.667670739657727
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,8.333307809610428
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.5780598046052554
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2371.049885057933
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2018.7968544998098
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,39.15648383206969
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,174.61353180987592
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.019911488356448
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,58.31512076262238
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,294.61228912089945
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.3423044868038754
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.000273722173428
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,8.169946384499482
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.3250853967429275
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,7.173356058150185
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,127.84913821316667
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,87.47240066534997
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.049178409861298
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.772497662291056
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.5507321781192407
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,76.24231836980618
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.316481263441191
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.052692550237929
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.677312458841126
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.479118953728224
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.076891324542624
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.0020327040796544
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,48.03461090572404
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,6.950533082949757
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.0325393818251944
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,93.44455312890359
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,8.632598617144701
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.5415314871509347
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.078410407792839
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.614381222676013
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.0134084885599832
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.503383281743308
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,636.0979752895169
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.1577879775034723
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.7157764922436187
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.6273365792551195
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.468012963673199
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,11.840383202832035
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,104.08639176128094
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,22.606385754254056
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.701767016360373
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.041990086768403
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,39.62581418065719
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.694503845307222
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.1988309780285427
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.042151997372807
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.085391457524978
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.194009798062166
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,12.951155972429625
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.321440202431229
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,3.140859880744843
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,4.783109180539769
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.027090078964953
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,20.779737484209022
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.105858973148693
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,106.52197548166049
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,9.017927575814412
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,21.10537150758579
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.459728589684718
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.577979575854773
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.5655577409332855
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,2.499409740028352
Turkey,LAND ROVER,Discovery,Discovery IV,ESS,6 to 10 years old,4X4,69.66332305427908
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,6.951841142613767
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,19.284503114906382
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.000955891631919
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,1305.2560358199898
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,1065.9929886560099
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0004544777993587
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,38.57477730589971
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.050661145763952
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.910954127587203
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.026141284774292
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,34.76740192498221
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.038547207497902
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,4.750439318709326
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,9.521191954189888
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,10.190314518661113
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,351.11431560819835
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,18.285494548820694
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,47.02771989774109
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,14.68133002226445
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0703069897509083
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,232.87498718913386
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,4.239010848018774
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,17.352783005080337
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,20.515868734283302
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.713668016013377
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.007438390661263
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,76.77884684631462
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,6.841143586739376
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,552.1563262696168
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0034772782059735
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.035674928844174
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,1057.9548499650405
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,7.463762652310715
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.1032108767317297
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,7.988860627284011
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2979.2326662953424
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.1097327432377297
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,4893.900306208761
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,105.71848110394008
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.515818907486025
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.101628366966756
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0044244139600003
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.269276045810729
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.8603163062519554
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,7.0867610764233975
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,9.560204218511528
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,19.165643574926957
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,5.9160847597355115
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.3802803446829186
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.5644274340646445
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.00003186916778
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,133.12439950805185
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.2948494399771935
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,1131.9531909707978
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.7945653262926546
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.062173503135411
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,4.471345192432286
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.1441066371572317
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.5203464597091307
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0539555621593104
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,100.35434216610716
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,4.3077774879494175
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0159087264097346
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.3167087480326876
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.031995110482019
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,22.98581763115609
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,8.396257777118626
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,137.87127932089797
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,9.044489704141553
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.1333172526520703
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,11.250097191057323
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.5788454353850305
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0175751846404935
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,7.658132012570192
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,93.02096877499316
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,24.490089190483683
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0824839136560023
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,31.562500735233456
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2393.6913902744213
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,23.410055101437845
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,1052.1594651473804
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,83.37527089654662
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,9.8387410392424
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.122789008380153
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.3289590755162988
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.1761375749654523
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,75.7815213511082
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,76.80283613585809
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.0817138575289262
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.2731952582969983
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,7770.699215696325
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.9471000024824683
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,3.66910475276902
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,54.452993375423155
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.938119795508367
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,14.148261097441765
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,146.66543262492132
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,11.234007893358335
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,2.832219118828212
Turkey,SEAT,Altea,Altea XL,DIES,11 years and older,MONOSPACE,21.56157056139692
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.2765730831956894
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.062683591059784
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,313.35980123471376
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.381443846630437
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.9068740581564962
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2449.431229342593
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.840791890284721
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.895783882139921
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4.869282028989575
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,7.455205036174437
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.6417905510902195
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.106889897554538
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.791241407791231
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.6003889033053893
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.355619405799393
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.157535865931138
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,13.759632622246903
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.014411082884484
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,344.1006206807116
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,18.183602589476813
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,60.566725632326644
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,10.382278378100903
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.4920814658782318
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.0694451025005423
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,1829.790215253189
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.05752233315749
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.000350407301263
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.8177084992158754
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4915.552874328588
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,23.643367551016386
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.07832537589586
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,12.024162079260691
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.540853660777538
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,304.32133874393986
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.777840615807905
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.113053898720416
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,110.04009078127909
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,183.5978049402505
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.7427472693664745
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,70.25799436130129
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.6375570699451174
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.6267676012089094
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.040827813738205
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,62.37710194038435
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,21.768593858946552
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,16.738062113019986
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.6584822700385464
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.131963450033811
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,105.94984216048417
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,81.26445076048769
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,13.160993302318136
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.000829917167356
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,583.7970108318833
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.44934519539028
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.680119504262684
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.9568088658244225
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6179.58907317179
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.0261282233499336
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,1505.9876686128503
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,5.283988667731659
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,106.3627394307675
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,68.72872025951754
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.0405985437029255
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.843841067490779
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.4391306778870763
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.1488243974649035
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4.0361567305954305
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,5.850280292654649
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,21.072288955149
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,8.760156126406306
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.8468492053563654
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.379829354505967
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,58.3119839922806
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.7172208328560776
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.608581254325509
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4.0277054286913465
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2520.2934257350976
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.000071044901962
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.424676317815255
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.1068049139754303
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,175.94532716669391
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.398652981239006
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.804414906795605
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.589114557964462
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.9493607784361644
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,5.283206076668665
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4.0288260972664425
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,3.1691847691510837
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.474734448406018
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,11.977902938779652
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.55308612122435
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,13.875082991877427
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,4.274990507267602
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.0173641786139656
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,6.5407132535477714
Turkey,FIAT,Bravo,Bravo,DIES,11 years and older,BERLINE,2.235034888612602
