country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,MAZDA,Fiesta,Cee'd SW,ESS,BREAK,Less than 1 year old,0.5,3.328256803523309
TR,MERCEDES,Classe E,E 220 CDI Cabriolet,ESS,COUPE,Less than 1 year old,0.5,1.7159272625115252
TR,VOLKSWAGEN,Classe E,E 250 CGI Coupé,ESS,COUPE,11 years and older,12.0,5.511548272509969
TR,FIAT,Panda,Panda III,DIES,BERLINE,11 years and older,12.0,6.857066010217873
TR,PORSCHE,Commander,Commander Limited,ESS,SUV,11 years and older,12.0,0.6949854853141673
TR,ALFA ROMEO,159,Laguna II Estate,DIES,BREAK,11 years and older,12.0,6.05094805201052
TR,MAZDA,6,6i Sport,ESS,BERLINE,11 years and older,12.0,4.729293631188087
TR,MERCEDES,Classe E,E 220 CDI Coupé,DIES,BREAK,11 years and older,12.0,5.298774402654268
TR,BMW,X5,911 Carrera 4 GTS,ESS,COUPE,2 years old,2.0,0.6947433539813913
TR,CITROEN,C3 Aircross,C3 Aircross,ESS,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,CITROEN,Jumper,Jumper 3,DIES,MONOSPACE,Less than 1 year old,0.5,4.075783739824151
TR,MITSUBISHI,Ulysse,Ulysse,DIES,BERLINE,11 years and older,12.0,6.825958294183542
TR,NISSAN,Almera,Almera II,DIES,BERLINE,11 years and older,12.0,6.907773564846352
TR,DACIA,C3 Aircross,C3 Aircross,ESS,BERLINE,Less than 1 year old,0.5,7.54627328774964
TR,CHEVROLET,Camaro,Combo Tour,ESS,COUPE,11 years and older,12.0,6.34153719898912
TR,VOLKSWAGEN,Golf,Golf VIII,DIES,BERLINE,11 years and older,12.0,6.973850998630232
TR,CHRYSLER,Astra,300C Touring,DIES,BERLINE,11 years and older,12.0,6.162387160090623
TR,TOYOTA,Yaris,Yaris II,DIES,COUPE,11 years and older,12.0,6.776322112138667
TR,MITSUBISHI,Juke,ASX 2WD,ESS,SUV,Less than 1 year old,0.5,1.3959742300850828
TR,PEUGEOT,Jumper,Boxer Combi,DIES,UTILITAIRE,11 years and older,12.0,6.595528939216897
TR,VOLKSWAGEN,Golf,Golf VI Cabriolet,DIES,CABRIOLET,11 years and older,12.0,6.808035772420319
TR,BMW,M6,E 250 CDI Coupé,DIES,COUPE,6 to 10 years old,8.0,5.487255278950468
TR,RENAULT,Scenic,Espace V,DIES,MONOSPACE,6 to 10 years old,8.0,9.146464830641314
TR,CITROEN,Partner,Berlingo V.U 600,DIES,MONOSPACE,11 years and older,12.0,5.761557071527232
TR,VOLKSWAGEN,Golf,Clio III RS F1 Team,ESS,BERLINE,11 years and older,12.0,5.261103889190262
TR,MITSUBISHI,Punto,Panda III,DIES,BERLINE,6 to 10 years old,8.0,6.143705558993117
TR,MERCEDES,Classe E,E 220 CDI Cabriolet,ESS,COUPE,11 years and older,12.0,5.779600061282091
TR,PEUGEOT,Focus,Focus III SW,ESS,BREAK,Less than 1 year old,0.5,3.3347567679705428
TR,MERCEDES,Daily III,35S12,DIES,MONOSPACE,11 years and older,12.0,6.225448195709414
TR,RENAULT,Megane,Laguna III,DIES,BERLINE,11 years and older,12.0,7.077940662249855
TR,BMW,Serie 5,MG EZS,DIES,BREAK,11 years and older,12.0,7.60065912042818
TR,JEEP,Commander,Commander Limited,ESS,SUV,11 years and older,12.0,6.039418885104245
TR,VOLKSWAGEN,Vito,Caravelle 4Motion,DIES,UTILITAIRE,11 years and older,12.0,7.394035291525941
TR,VOLKSWAGEN,Megane,Clio IV Estate,DIES,BREAK,6 to 10 years old,8.0,8.04937170214656
TR,BMW,M6,E 220 CDI Cabriolet,DIES,COUPE,6 to 10 years old,8.0,4.82979012123062
TR,HONDA,Accord,300C Touring,DIES,BREAK,11 years and older,12.0,6.404634080048882
TR,HONDA,Accord,Accord Type S,ESS,BERLINE,Less than 1 year old,0.5,1.7734017100015513
TR,MITSUBISHI,Lancer,Lancer SE,DIES,BERLINE,11 years and older,12.0,5.0315460809599575
TR,VOLKSWAGEN,Megane,Clio,DIES,BERLINE,11 years and older,12.0,6.729367196908641
TR,PEUGEOT,Talisman,Talisman Estate,ESS,BREAK,Less than 1 year old,0.5,1.8180879295354313
TR,RENAULT,Megane,Megane Classic,DIES,BERLINE,11 years and older,12.0,6.482110492422354
TR,VOLKSWAGEN,Tiguan,Touareg II,DIES,SUV,6 to 10 years old,8.0,7.373744219868012
TR,PEUGEOT,Boxer,Bipper,DIES,MONOSPACE,Less than 1 year old,0.5,0.6939577380194725
TR,RENAULT,Megane,Fabia III Combi,DIES,MONOSPACE,2 years old,2.0,7.737052225050203
TR,MERCEDES,Camaro,Zafira B,DIES,MONOSPACE,11 years and older,12.0,6.401834379350593
TR,DACIA,Punto,Punto Evo,ESS,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,PEUGEOT,207,207 SW Outdoor,ESS,BREAK,11 years and older,12.0,5.180911791834764
TR,VOLKSWAGEN,Espace,Espace IV,ESS,MONOSPACE,11 years and older,12.0,6.824342916133443
TR,BMW,Octavia,A2,ESS,BERLINE,11 years and older,12.0,5.63680354768733
TR,MITSUBISHI,Punto,Doblo,DIES,BERLINE,11 years and older,12.0,1.5999371520183758
TR,BMW,Serie 5,A3 Limousine,DIES,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,BMW,3008,E 220 CDI Cabriolet,DIES,COUPE,2 years old,2.0,3.104844913075902
TR,MAZDA,Alhambra,Alhambra,DIES,BERLINE,11 years and older,12.0,6.777077082753141
TR,CITROEN,Yaris,Yaris II,DIES,BERLINE,11 years and older,12.0,6.841228576167981
TR,MERCEDES,GranTurismo,F-Type Coupé S,DIES,COUPE,11 years and older,12.0,0.6931471805599453
TR,CITROEN,Jumper,Berlingo II V.U,DIES,MONOSPACE,Less than 1 year old,0.5,4.257100468670069
TR,VOLKSWAGEN,Classe E,Scirocco,ESS,BERLINE,11 years and older,12.0,4.398211204245258
TR,CITROEN,C-Elysee,Cee'd,DIES,BERLINE,6 to 10 years old,8.0,8.534988894143059
TR,RENAULT,Megane,Megane IV Estate,DIES,BREAK,Less than 1 year old,0.5,5.07323274410757
TR,VOLKSWAGEN,Yeti,Yeti 4x4,ESS,SUV,11 years and older,12.0,4.827286558892636
TR,BMW,M6,C 220 D Cabriolet,DIES,COUPE,11 years and older,12.0,5.705048516162587
TR,SEAT,Leon,Leon,DIES,BERLINE,11 years and older,12.0,4.797522206916738
TR,SEAT,Talisman,Leon III X-Perience,ESS,BERLINE,Less than 1 year old,0.5,3.1794500219014106
TR,DACIA,Logan,Panda III,ESS,BREAK,11 years and older,12.0,6.860528083014595
TR,PEUGEOT,406,406 Break,ESS,BREAK,11 years and older,12.0,5.1511843059571385
TR,SEAT,Ibiza,Laguna II Estate,ESS,MONOSPACE,11 years and older,12.0,6.533860219674152
TR,RENAULT,Megane,Talisman Estate,ESS,BREAK,Less than 1 year old,0.5,1.804183160244582
TR,DACIA,Sandero,Sandero III,ESS,BERLINE,Less than 1 year old,0.5,6.082664405575967
TR,RENAULT,Polo,Polo V,ESS,BERLINE,6 to 10 years old,8.0,0.6936865620444279
TR,VOLKSWAGEN,Polo,Megane II CC,ESS,BERLINE,Less than 1 year old,0.5,0.6954277082028717
TR,PEUGEOT,Boxer,Boxer 3t300,ESS,MONOSPACE,11 years and older,12.0,5.69847214367307
TR,AUDI,Serie 5,Fabia Sedan,DIES,BERLINE,11 years and older,12.0,4.813327601657661
TR,RENAULT,Megane,Koleos II 4X4,DIES,SUV,2 years old,2.0,7.513008498494009
TR,PEUGEOT,508,Partner Combispace,DIES,BERLINE,11 years and older,12.0,7.057995752472217
TR,VOLKSWAGEN,Polo,Polo VI,ESS,BERLINE,Less than 1 year old,0.5,5.267394662540173
TR,VOLKSWAGEN,Megane,Megane II CC,ESS,BERLINE,Less than 1 year old,0.5,1.3788257491526068
TR,MERCEDES,Classe CL,Boxster S Black Edition,ESS,COUPE,11 years and older,12.0,4.672518969129558
TR,HONDA,CR-V,IX35 AWD,DIES,BREAK,11 years and older,12.0,2.6926555009736433
TR,VOLKSWAGEN,Polo,Clio III Estate,DIES,BERLINE,Less than 1 year old,0.5,6.571225475481416
TR,FORD,C4 Picasso,C4 Picasso,DIES,MONOSPACE,Less than 1 year old,0.5,7.4066437495362125
TR,CHEVROLET,Rezzo,Rezzo,ESS,BERLINE,11 years and older,12.0,4.94876347714795
TR,MERCEDES,Classe E,Viano,ESS,COUPE,1 year old,1.0,1.9154672950873128
TR,BMW,Serie 5,SQ5,DIES,BREAK,Less than 1 year old,0.5,1.3768242024209059
TR,PEUGEOT,Scenic,Grand Scenic II,DIES,MONOSPACE,11 years and older,12.0,5.919605677112744
TR,SKODA,Fabia,Fabia Sedan,ESS,BREAK,11 years and older,12.0,4.68234006378278
TR,BMW,M6,(E82) Coupé,DIES,COUPE,11 years and older,12.0,5.324759336065141
TR,VOLKSWAGEN,CLA,E 450 4Matic Coupé,ESS,COUPE,Less than 1 year old,0.5,2.9761170707956843
TR,CITROEN,3008,C3 Aircross,DIES,UTILITAIRE,Less than 1 year old,0.5,5.293879768235477
TR,VOLKSWAGEN,Kangoo,Kangoo,DIES,BERLINE,11 years and older,12.0,4.7672491444391
TR,BMW,M6,E 220 CDI Cabriolet,DIES,COUPE,11 years and older,12.0,6.317815321731121
TR,HYUNDAI,Santa Fe,Santa Fe II 4WD,DIES,BREAK,11 years and older,12.0,5.01741388122866
TR,HONDA,Panda,Linea,DIES,BERLINE,11 years and older,12.0,6.772893333514061
TR,MERCEDES,Classe E,E 250 CGI Coupé,ESS,COUPE,11 years and older,12.0,3.7734779174951822
TR,MERCEDES,Classe E,E 220 CDI Cabriolet,ESS,COUPE,11 years and older,12.0,4.520331099316541
TR,NISSAN,Commander,Commander Limited,DIES,COUPE,11 years and older,12.0,2.612749280781559
TR,BMW,M6,E 220 CDI Cabriolet,DIES,COUPE,11 years and older,12.0,5.347031092606006
TR,FIAT,Panda,Panda III,ESS,BERLINE,11 years and older,12.0,6.928934954701185
TR,RENAULT,Megane,Megane III Estate,DIES,SUV,11 years and older,12.0,6.913833160342666
TR,VOLKSWAGEN,Kangoo,Kangoo,DIES,BREAK,6 to 10 years old,8.0,8.985507948343967
TR,SEAT,Serie 5,Cordoba I,DIES,BERLINE,11 years and older,12.0,5.516542268005782
TR,BMW,Paceman,Cayenne Turbo,DIES,SUV,11 years and older,12.0,3.962063882591823
TR,CITROEN,C4 Aircross,Freemont,ESS,BREAK,Less than 1 year old,0.5,3.4527912790390065
TR,BMW,Boxster type 718,E 220 CDI Cabriolet,DIES,COUPE,11 years and older,12.0,1.6265634326447993
TR,IVECO,Daily III,35C15V,DIES,MONOSPACE,1 year old,1.0,2.5992585723069297
TR,BMW,Octavia,(E61) Touring,DIES,BERLINE,11 years and older,12.0,6.994183450178042
TR,CITROEN,Berlingo,Berlingo II V.U,ESS,MONOSPACE,Less than 1 year old,0.5,2.5525328693634517
TR,CITROEN,C3 Aircross,C3 Aircross,DIES,MONOSPACE,Less than 1 year old,0.5,3.91967099102405
TR,PEUGEOT,5008,5008,ESS,MONOSPACE,Less than 1 year old,0.5,1.3853529403986524
TR,LANCIA,Voyager,Voyager,DIES,BERLINE,11 years and older,12.0,4.960479844842155
TR,CITROEN,Berlingo,Berlingo II,ESS,MONOSPACE,1 year old,1.0,1.3789647122486695
TR,MERCEDES,Classe E,CLK 320 Cabriolet,DIES,COUPE,11 years and older,12.0,4.591646470319485
TR,MERCEDES,Octavia,Polo V,DIES,BERLINE,6 to 10 years old,8.0,6.342039218017646
TR,MERCEDES,Classe E,E 500 Cabriolet,DIES,COUPE,11 years and older,12.0,4.921778980803709
TR,HONDA,Civic,i30 CW,DIES,BERLINE,11 years and older,12.0,6.422549686527331
TR,SKODA,Octavia,Cordoba I,DIES,BERLINE,11 years and older,12.0,4.738784903142897
TR,SKODA,Octavia,Octavia IV Combi RS,DIES,BREAK,Less than 1 year old,0.5,3.2117572584765264
TR,MERCEDES,Classe C,R 350 CDI,DIES,SUV,11 years and older,12.0,5.524145237716379
TR,VOLKSWAGEN,Classe E,C 200 CDI,DIES,BREAK,11 years and older,12.0,6.538162411860425
TR,MITSUBISHI,Colt,ASX 4WD,DIES,SUV,11 years and older,12.0,7.18496456592588
TR,HONDA,Panda,Panda III,DIES,BERLINE,11 years and older,12.0,2.3197717845280383
TR,SUBARU,Commander,Tiida,DIES,SUV,11 years and older,12.0,1.9339050100989341
TR,MITSUBISHI,Punto,Punto,DIES,BERLINE,11 years and older,12.0,7.4760303337233545
TR,CITROEN,Dokker,Dokker Van,ESS,MONOSPACE,Less than 1 year old,0.5,3.2459657651351597
TR,MAZDA,CX-9,3 MPS,ESS,BERLINE,11 years and older,12.0,3.761162009844702
TR,RENAULT,Megane,Talisman Estate,ESS,BREAK,6 to 10 years old,8.0,6.290171055729272
TR,FIAT,Seicento,Ducato Maxi Camping Car,DIES,MONOSPACE,11 years and older,12.0,5.7887904818003575
TR,HONDA,Accord,Croma II,ESS,BERLINE,11 years and older,12.0,5.527535977744071
TR,LANCIA,Lybra,Lybra Sportwagon,ESS,BERLINE,11 years and older,12.0,4.754908802139848
TR,FORD,Ecosport,301,DIES,BERLINE,Less than 1 year old,0.5,0.6943616444080154
TR,SKODA,Kodiaq,Tiguan 4motion,ESS,SUV,1 year old,1.0,5.286439287262789
TR,CITROEN,Jumper,Transit FT 330 L,DIES,MONOSPACE,11 years and older,12.0,0.6931471805599453
TR,VOLKSWAGEN,Megane,Megane II Estate,DIES,BREAK,11 years and older,12.0,8.63501969365889
TR,INFINITI,Commander,Commander Limited,ESS,COUPE,11 years and older,12.0,3.351176734474949
TR,MITSUBISHI,Punto,Punto,DIES,BERLINE,11 years and older,12.0,2.834225421230116
TR,RENAULT,Talisman,Leon III X-Perience,ESS,BERLINE,Less than 1 year old,0.5,0.6938410576328162
TR,IVECO,Jumper,35S12,DIES,MONOSPACE,Less than 1 year old,0.5,2.2033072876639404
TR,SEAT,Alhambra,Mii,DIES,BERLINE,6 to 10 years old,8.0,0.6948862594125588
TR,DACIA,Sandero,Logan,DIES,BERLINE,11 years and older,12.0,6.850763584109846
TR,DACIA,Duster,Duster II 4x2,DIES,SUV,Less than 1 year old,0.5,5.638065313279311
TR,BMW,Serie 5,SQ5,ESS,BREAK,11 years and older,12.0,7.951400574642618
TR,VOLKSWAGEN,Classe E,Sprinter II 416 CDI 4.6t,DIES,BREAK,11 years and older,12.0,5.7610745468036315
TR,SEAT,Superb,Superb 4x4,DIES,BERLINE,6 to 10 years old,8.0,0.6931471805599453
TR,VOLKSWAGEN,Golf,Clio III RS F1 Team,DIES,BERLINE,11 years and older,12.0,4.546448882616698
TR,CITROEN,Cee'd,Cee'd SW,ESS,BERLINE,Less than 1 year old,0.5,4.091733067544522
TR,MERCEDES,Classe E,C 250,ESS,COUPE,11 years and older,12.0,4.857036711228456
TR,ALFA ROMEO,159,Laguna II Estate,DIES,BREAK,11 years and older,12.0,5.29232407207911
TR,HYUNDAI,Santa Fe,Tiida,ESS,SUV,11 years and older,12.0,5.93101896941734
TR,PORSCHE,911 type 991,Boxster S Black Edition,ESS,COUPE,11 years and older,12.0,4.775138905165719
TR,SEAT,Octavia,Superb,DIES,BERLINE,11 years and older,12.0,7.208288446558643
TR,IVECO,Jumper,35S12,DIES,MONOSPACE,Less than 1 year old,0.5,2.8831201951306733
TR,FORD,Fiesta,Fiesta VII ST 200,ESS,CABRIOLET,1 year old,1.0,3.0752509281297673
TR,RENAULT,Kuga,Koleos II 4X4,DIES,BREAK,11 years and older,12.0,5.774521464753394
TR,SEAT,Arona,Arona,DIES,BERLINE,Less than 1 year old,0.5,4.85487506214394
TR,MITSUBISHI,Lancer,ASX 2WD,ESS,BERLINE,11 years and older,12.0,5.940796570227043
TR,SEAT,Toledo,Laguna II Estate,DIES,MONOSPACE,11 years and older,12.0,5.004743745817573
TR,BMW,Octavia,A3 Limousine,DIES,BERLINE,Less than 1 year old,0.5,6.2114256949118385
TR,PEUGEOT,Jumper,Clio IV Estate,DIES,UTILITAIRE,11 years and older,12.0,6.768645517117196
TR,VOLKSWAGEN,Megane,Clio II RS PH2,DIES,BERLINE,11 years and older,12.0,4.808042000565959
TR,RENAULT,Megane,Talisman,ESS,BERLINE,Less than 1 year old,0.5,2.813391570544141
TR,MERCEDES,Classe E,E 200 CGI Coupé,ESS,COUPE,11 years and older,12.0,4.682075871240791
TR,NISSAN,Swift,Sandero III,ESS,BERLINE,Less than 1 year old,0.5,5.75524803630851
TR,CITROEN,Berlingo,Berlingo Multispace,DIES,MONOSPACE,11 years and older,12.0,5.641012504945808
TR,PORSCHE,Commander,Defender 110,DIES,SUV,1 year old,1.0,2.9391821638012514
TR,PEUGEOT,Jumper,Berlingo II V.U 750kg chantier,DIES,MONOSPACE,11 years and older,12.0,6.370900009899974
TR,FORD,6,Focus III SW,ESS,BREAK,11 years and older,12.0,6.71804030751809
TR,FIAT,Delta,Delta III,DIES,BERLINE,11 years and older,12.0,6.293013499074732
TR,PEUGEOT,Laguna,207 SW Outdoor,DIES,BREAK,11 years and older,12.0,6.268730425312073
TR,HONDA,Panda,Tipo II Berline,ESS,BERLINE,Less than 1 year old,0.5,4.2420816176639695
TR,VOLKSWAGEN,Kangoo,Kangoo II 4X4,DIES,BREAK,Less than 1 year old,0.5,1.0991625810807215
TR,AUDI,5,5 Sport,ESS,COUPE,6 to 10 years old,8.0,0.6931471805599453
TR,HONDA,Panda,Panda III,DIES,BERLINE,Less than 1 year old,0.5,2.25065282273882
TR,VOLKSWAGEN,Golf,Golf VIII GTI,ESS,BERLINE,Less than 1 year old,0.5,2.980218120575846
TR,MITSUBISHI,Croma,Croma II,DIES,MONOSPACE,11 years and older,12.0,6.435732956910173
TR,VOLKSWAGEN,Megane,Kangoo II (Tout Chemin),ESS,BERLINE,11 years and older,12.0,4.695283798611253
TR,OPEL,Classe E,E 500 Cabriolet,ESS,COUPE,11 years and older,12.0,4.7208159591858
TR,CITROEN,MG ZT,Santa Fe I 2WD,DIES,BREAK,11 years and older,12.0,4.935828717053311
TR,CITROEN,Jumper,Boxer 333,DIES,MONOSPACE,Less than 1 year old,0.5,1.0954123025592706
TR,SUBARU,CR-V,V60,DIES,BREAK,Less than 1 year old,0.5,1.3946370575031524
TR,PEUGEOT,Laguna,Laguna III,DIES,BERLINE,11 years and older,12.0,5.666923245264096
TR,CITROEN,3008,3008 II,ESS,SUV,Less than 1 year old,0.5,6.766200468997052
TR,MITSUBISHI,Yaris,Auris II,DIES,BERLINE,Less than 1 year old,0.5,1.380343565819397
TR,BMW,M3,(E90) M3,ESS,BERLINE,11 years and older,12.0,1.1033049631515575
TR,BMW,3008,E 220 CDI Cabriolet,DIES,COUPE,Less than 1 year old,0.5,2.8908158577834455
TR,TOYOTA,Duster,Duster II 4x2,ESS,BREAK,11 years and older,12.0,5.739323036149907
TR,PEUGEOT,Scenic,Grand Scenic III,DIES,MONOSPACE,11 years and older,12.0,7.342593567046897
TR,VOLVO,Grandeur,Grandeur,DIES,BERLINE,11 years and older,12.0,4.689174081089513
TR,MERCEDES,Classe CL,SLK 280,DIES,COUPE,11 years and older,12.0,0.6931471805599453
TR,RENAULT,Fluence,Fluence,DIES,BERLINE,11 years and older,12.0,6.366071440462078
TR,DACIA,Dokker,Dokker,ESS,MONOSPACE,11 years and older,12.0,6.295288789499866
TR,PEUGEOT,Kangoo,A4 Cabriolet Quattro,DIES,CABRIOLET,11 years and older,12.0,7.441743878368466
TR,CITROEN,C5,C5 II,DIES,BERLINE,11 years and older,12.0,4.553657016151876
TR,CITROEN,308,207 SW,ESS,BREAK,11 years and older,12.0,6.523274010381214
TR,VOLKSWAGEN,Arteon,Scala,DIES,BERLINE,Less than 1 year old,0.5,5.670258279068115
TR,RENAULT,Talisman,Talisman Estate,ESS,MONOSPACE,Less than 1 year old,0.5,3.2546823289477333
TR,PEUGEOT,301,206,DIES,BERLINE,Less than 1 year old,0.5,5.62393706838912
TR,SUBARU,WRX,Nitro (4X2),DIES,BERLINE,11 years and older,12.0,3.6141197119958357
TR,MERCEDES,F 430,Crossfire SRT6 Cabriolet,ESS,COUPE,11 years and older,12.0,3.9061731076810693
TR,PEUGEOT,206,206 RC,DIES,BERLINE,11 years and older,12.0,5.262623016327958
TR,DACIA,Doblo,Logan VAN,ESS,UTILITAIRE,Less than 1 year old,0.5,1.099188971424964
TR,SEAT,Octavia,Scala,ESS,BERLINE,Less than 1 year old,0.5,3.2672254452836826
TR,PEUGEOT,308,308 SW,ESS,BREAK,Less than 1 year old,0.5,2.9168715469724673
TR,BMW,Commander,911 Carrera,DIES,SUV,11 years and older,12.0,5.38551978812277
TR,MITSUBISHI,Yaris,Auris II Hybrid,ESS,BERLINE,1 year old,1.0,6.320070129965352
TR,BMW,3008,E 220 CDI Cabriolet,DIES,COUPE,6 to 10 years old,8.0,0.6931471805599453
TR,SKODA,Octavia,Fabia Sedan,DIES,MONOSPACE,11 years and older,12.0,7.055616070486648
TR,CITROEN,Berlingo,Berlingo II XTR,DIES,MONOSPACE,11 years and older,12.0,7.292270476255395
TR,RENAULT,Megane,Megane IV Estate,ESS,BREAK,Less than 1 year old,0.5,4.615005770566509
TR,FIAT,Punto,Punto,ESS,BERLINE,11 years and older,12.0,7.594539560893311
TR,HYUNDAI,Grandeur,Grandeur,DIES,BERLINE,11 years and older,12.0,5.74113959808957
TR,DACIA,Sandero,Sandero III,DIES,BERLINE,Less than 1 year old,0.5,0.6939152537661623
TR,OPEL,Zafira,Zafira B,DIES,MONOSPACE,11 years and older,12.0,6.586126660662741
TR,HONDA,ix35,Terrano II,DIES,BREAK,11 years and older,12.0,5.560402886492525
TR,PEUGEOT,308,207 SW,ESS,BREAK,Less than 1 year old,0.5,3.064559179072299
TR,VOLKSWAGEN,Tiguan,Tiguan 4motion,ESS,SUV,11 years and older,12.0,6.179771896901331
TR,VOLKSWAGEN,Classe E,CLK 320 Cabriolet,ESS,COUPE,11 years and older,12.0,0.6931471805599453
TR,RENAULT,Vel Satis,Vel Satis,DIES,BERLINE,11 years and older,12.0,5.773140162364499
TR,CITROEN,3008,Jumper 3,DIES,UTILITAIRE,Less than 1 year old,0.5,5.085835906668145
TR,VOLKSWAGEN,Megane,Clio II Campus,DIES,BERLINE,11 years and older,12.0,5.145598510512706
TR,BMW,A4,S4 Avant Quattro,DIES,BREAK,11 years and older,12.0,6.731127784559277
TR,BMW,M6,E 250 CDI Coupé,ESS,COUPE,11 years and older,12.0,4.854857708858355
TR,NISSAN,Commander,Commander Limited,ESS,SUV,11 years and older,12.0,2.83300382803986
TR,RENAULT,Scenic,Espace V,DIES,MONOSPACE,6 to 10 years old,8.0,7.375423633027019
TR,MITSUBISHI,Lancer,Outlander,ESS,BERLINE,11 years and older,12.0,5.7286140817849756
TR,BMW,M6,E 220 CDI Cabriolet,DIES,COUPE,11 years and older,12.0,3.8640094731564356
TR,MITSUBISHI,Murano,Juke,DIES,BREAK,11 years and older,12.0,6.102062199049942
TR,BMW,MG ZS,911 Carrera 4 GTS,DIES,COUPE,6 to 10 years old,8.0,1.5803598894000015
TR,MITSUBISHI,Colt,Lancer ES,DIES,BERLINE,11 years and older,12.0,5.942821306470884
TR,PEUGEOT,Jumper,Duster II 4x2,DIES,UTILITAIRE,Less than 1 year old,0.5,7.304883358567396
TR,AUDI,Q5,159 Sportwagon,ESS,BREAK,11 years and older,12.0,5.208691897039636
TR,MERCEDES,Nitro,Qashqai +2,DIES,BREAK,11 years and older,12.0,5.644883555292684
TR,SEAT,Serie 7,A8,DIES,BERLINE,11 years and older,12.0,0.6944523415488459
TR,MERCEDES,V50,V50 AWD,ESS,BREAK,11 years and older,12.0,5.039418455141115
TR,VOLKSWAGEN,Daily III,Crafter Van 50,DIES,UTILITAIRE,11 years and older,12.0,0.695506432391373
TR,HONDA,CR-V,Panda III,ESS,BREAK,Less than 1 year old,0.5,1.3922973450827039
TR,HONDA,FR-V,FR-V,DIES,BERLINE,11 years and older,12.0,6.087343051531677
TR,CITROEN,Jumper,Duster II 4x2,ESS,SUV,1 year old,1.0,5.943128781408735
TR,MITSUBISHI,X-Trail,ASX 2WD,DIES,SUV,Less than 1 year old,0.5,2.3452751623790107
TR,VOLKSWAGEN,Golf,Megane III CC GT,DIES,CABRIOLET,11 years and older,12.0,4.323150768693722
TR,MITSUBISHI,Almera,Almera II,DIES,BERLINE,11 years and older,12.0,6.284678748554986
TR,FORD,Kuga,Kuga II 4X2,ESS,SUV,11 years and older,12.0,6.634738411347782
TR,IVECO,Daily III,35S12,DIES,MONOSPACE,11 years and older,12.0,6.341188590679254
TR,BMW,M6,(E85) Z4 Roadster,DIES,COUPE,11 years and older,12.0,5.5976228589945585
TR,FORD,Transit,Transit Kombi,DIES,MONOSPACE,Less than 1 year old,0.5,6.2716875173123405
TR,VOLKSWAGEN,CLA,E 450 4Matic Coupé,ESS,COUPE,Less than 1 year old,0.5,1.9429634559373916
TR,VOLKSWAGEN,Clio,Clio III Estate,DIES,BERLINE,11 years and older,12.0,4.5635922416823576
TR,DACIA,C3 Aircross,C3 Aircross,DIES,BERLINE,Less than 1 year old,0.5,1.7995055191175535
TR,PORSCHE,Panamera,XJ,DIES,BERLINE,11 years and older,12.0,0.6931471805599453
TR,BMW,Boxster type 718,911 Targa 4,ESS,COUPE,6 to 10 years old,8.0,3.740837161952441
TR,VOLKSWAGEN,Polo,Golf VIII,DIES,BERLINE,Less than 1 year old,0.5,1.4503244998497693
