country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,FIAT,Ducato,Ducato (PTAC 3500 Maxi),DIES,UTILITAIRE,3 to 5 years old,4.0,8.228732003472532
TR,FIAT,500,500,ESS,BERLINE,1 year old,1.0,3.747188670020722
TR,RENAULT,Megane,Megane III RS,ESS,BERLINE,11 years and older,12.0,6.063667653397645
TR,SUBARU,Impreza,Impreza II,ESS,BERLINE,11 years and older,12.0,5.588873905627446
TR,PEUGEOT,308,308 II GT,DIES,BERLINE,6 to 10 years old,8.0,5.518616437358728
TR,LEXUS,IS,IS 200t F-Sport,ESS,BERLINE,2 years old,2.0,3.9949288872948236
TR,BMW,Serie 6,(G32) Gran Turismo,ESS,BERLINE,1 year old,1.0,1.0943377842087507
TR,MERCEDES,Classe A,A 180,ESS,BERLINE,11 years and older,12.0,10.433679836839293
TR,LAND ROVER,Defender,Defender 90,ESS,4X4,2 years old,2.0,3.9135530828479186
TR,SEAT,Ibiza,Ibiza,ESS,BERLINE,Less than 1 year old,0.5,7.345860456065377
TR,RENAULT,Trafic,Trafic II (Charge Utile:1000Kg),ESS,UTILITAIRE,6 to 10 years old,8.0,3.4829515952503285
TR,IVECO,Daily IV,35C12,DIES,UTILITAIRE,11 years and older,12.0,5.998492697779059
TR,SMART,Fortwo,Fortwo Cabrio Brabus,ESS,CABRIOLET,11 years and older,12.0,7.563533702591584
TR,MERCEDES,Classe E,E 350 Coupé 4Matic,ESS,COUPE,1 year old,1.0,2.1277419172170697
TR,JEEP,Grand Cherokee,Grand Cherokee IV,ESS,SUV,Less than 1 year old,0.5,1.4246705491556106
TR,RENAULT,Kangoo,Grand Kangoo III,ELEC,MONOSPACE,1 year old,1.0,1.9635278555286306
TR,MAZDA,6,6 Grand Touring Reserve,ESS,BERLINE,2 years old,2.0,3.253722479405482
TR,MERCEDES,Classe C,C 300 D 4Matic Coupé,DIES,COUPE,1 year old,1.0,1.966778684962908
TR,CITROEN,C3,C3,ESS,BERLINE,3 to 5 years old,4.0,3.6879020967605878
TR,ROVER,75,75 Break Automatique,ESS,BREAK,11 years and older,12.0,6.084858770947698
TR,MERCEDES,Classe SLK,SLK 200 Kompressor,ESS,CABRIOLET,11 years and older,12.0,6.157659435114325
TR,PEUGEOT,3008,3008,ESS,MONOSPACE,2 years old,2.0,4.824417526291766
TR,FIAT,Doblo,Doblo Cargo,ESS,UTILITAIRE,Less than 1 year old,0.5,1.9471158748702344
TR,MITSUBISHI,Triton,Triton,ESS,PICKUP,11 years and older,12.0,4.136570179721972
TR,MINI,Mini,Mini Cooper Cabrio,DIES,CABRIOLET,6 to 10 years old,8.0,3.5462851346589113
TR,DAIHATSU,Cuore,Cuore,ESS,BERLINE,11 years and older,12.0,7.765124741598885
TR,CHEVROLET,Trax,Trax,ESS,SUV,6 to 10 years old,8.0,2.667522737393553
TR,FIAT,500,500 C,DIES,CABRIOLET,6 to 10 years old,8.0,1.3836841864628584
TR,OPEL,Astra,Astra K Sports Tourer,ESS,BERLINE,6 to 10 years old,8.0,9.676935220024035
TR,NISSAN,350Z,350Z Nismo,ESS,COUPE,11 years and older,12.0,1.9433975747133168
TR,VOLKSWAGEN,Polo,Polo V,DIES,BERLINE,6 to 10 years old,8.0,7.092874994799963
TR,NISSAN,Qashqai,Qashqai All-Mode,DIES,SUV,11 years and older,12.0,7.520137187114162
TR,IVECO,Daily VI,50C15V,DIES,UTILITAIRE,1 year old,1.0,1.3999516170657267
TR,PORSCHE,Cayman type 718,Cayman,ESS,COUPE,6 to 10 years old,8.0,0.6931471805599453
TR,KIA,Sportage,Sportage IV,ESS,SUV,1 year old,1.0,3.115358660784924
TR,MERCEDES,Classe S,S 65,ESS,BERLINE,3 to 5 years old,4.0,0.6935782245557762
TR,AUDI,RS6,RS6 Avant Performance,ESS,BREAK,6 to 10 years old,8.0,6.021472457762729
TR,MINI,Mini,Mini One,ESS,BERLINE,3 to 5 years old,4.0,1.938898774601494
TR,BMW,X7,(G07) X7 xDrive M50d,DIES,SUV,1 year old,1.0,3.781418686535094
TR,MAZDA,6,6 Grand Touring Reserve,ESS,BERLINE,2 years old,2.0,1.9694931322134328
TR,MERCEDES,Classe A,A 220 D,DIES,BERLINE,6 to 10 years old,8.0,6.815029218123032
TR,RENAULT,Austral,Austral,HYB-ESS,SUV,2 years old,2.0,3.2117005889634154
TR,MINI,Mini,Mini One,ESS,BERLINE,11 years and older,12.0,1.3874613926808599
TR,CITROEN,Berlingo,Berlingo II V.U 800kg chantier,DIES,UTILITAIRE,2 years old,2.0,4.253695748038721
TR,SKODA,Superb,Superb 4x4,ESS,BERLINE,Less than 1 year old,0.5,3.8388553901114966
TR,TOYOTA,bZ4X,bZ4X 4WD,ELEC,SUV,Less than 1 year old,0.5,1.6334875994844285
TR,AUDI,TT,TT RS,ESS,COUPE,6 to 10 years old,8.0,8.2804367955197
TR,SUZUKI,Vitara,Vitara Allgrip,ESS,4X4,3 to 5 years old,4.0,8.835948470503062
TR,LEXUS,RX,RX 450h AWD,HYB-ESS,SUV,2 years old,2.0,8.119878384995959
TR,CHEVROLET,Rezzo,Rezzo,ESS,MONOSPACE,2 years old,2.0,1.3679345131577818
TR,MERCEDES,Classe C,C 200 CGI Break,ESS,BREAK,6 to 10 years old,8.0,8.616227979361188
TR,RENAULT,Megane,Megane III CC,ETH,CABRIOLET,6 to 10 years old,8.0,1.374169253049646
TR,NISSAN,Pathfinder,Pathfinder S,ESS,SUV,11 years and older,12.0,5.0656763677911645
TR,SSANGYONG,Musso,Musso Pick-up 4x4,DIES,PICKUP,6 to 10 years old,8.0,1.9764752212479033
TR,SEAT,Altea,Altea XL,ESS,MONOSPACE,6 to 10 years old,8.0,6.1874241762131605
TR,TESLA,Model S,Model S 60,ELEC,BERLINE,11 years and older,12.0,8.092839137397227
TR,BMW,X4,X4 M Competition,ESS,SUV,3 to 5 years old,4.0,9.168142169067552
TR,FIAT,Ducato,Ducato (PTAC 3000),DIES,UTILITAIRE,3 to 5 years old,4.0,7.982791413734569
TR,MERCEDES,Vito,Vito 115 CDI,DIES,UTILITAIRE,2 years old,2.0,4.359271082665625
TR,HONDA,Civic,Civic Tourer,ESS,BREAK,6 to 10 years old,8.0,8.446037020456755
TR,TOYOTA,Yaris,Yaris Cross,HYB-ESS,BERLINE,2 years old,2.0,8.074040951703045
TR,HONDA,Accord,Accord Tourer,ESS,BREAK,11 years and older,12.0,7.755705396393736
TR,MERCEDES,Classe B,B 250,ESS,MONOSPACE,1 year old,1.0,3.5337900947428214
TR,FIAT,Sedici,Sedici,DIES,SUV,6 to 10 years old,8.0,3.4892492586392665
TR,TOYOTA,Corolla,Corolla,ESS,BERLINE,2 years old,2.0,3.069190655558137
TR,CHEVROLET,Camaro,Camaro SS Cabriolet,ESS,CABRIOLET,1 year old,1.0,3.2574736146373384
TR,DAEWOO,Lacetti,Lacetti,ESS,BERLINE,11 years and older,12.0,6.770898722110591
TR,FIAT,Ducato,Ducato (PTAC 3500),DIES,UTILITAIRE,Less than 1 year old,0.5,8.523975858797291
TR,IVECO,Daily VI,35S15V,DIES,UTILITAIRE,1 year old,1.0,3.1290948243390124
TR,HYUNDAI,Santa Fe,Santa Fe IV 4WD,HR - ESS,SUV,3 to 5 years old,4.0,8.708002546498538
TR,AUDI,A3,A3 Sportback,ESS,BERLINE,6 to 10 years old,8.0,1.9249573877781
TR,MASERATI,Quattroporte,Quattroporte GTS,ESS,BERLINE,3 to 5 years old,4.0,3.2374849831740673
TR,AUDI,A4,A4 Allroad,DIES-MHEV,BREAK,1 year old,1.0,6.995170801040861
TR,AUDI,A4,A4 Avant Quattro,ESS-MHEV,BREAK,6 to 10 years old,8.0,0.6931471805599453
TR,KIA,Cee'd,Cee'd,DIES,BERLINE,11 years and older,12.0,6.3699927190627275
TR,MERCEDES,SLC,SLC 200,ESS,CABRIOLET,3 to 5 years old,4.0,4.126600732046354
TR,MINI,Clubman,Cooper S Clubman All4,ESS,BREAK,1 year old,1.0,3.3509579365898903
TR,MERCEDES,Classe B,B 180 CDI,DIES,MONOSPACE,11 years and older,12.0,4.953058419380461
TR,ALFA ROMEO,Stelvio,Stelvio,DIES,SUV,3 to 5 years old,4.0,5.480618523901285
TR,VOLKSWAGEN,Crafter,e-Crafter Fourgon,ELEC,UTILITAIRE,1 year old,1.0,2.6681332388010466
TR,OPEL,Astra,Astra J Sports Tourer,DIES,BREAK,1 year old,1.0,2.6105460181304876
TR,FIAT,Ducato,Ducato 14 4X4 Dangel,ESS,UTILITAIRE,11 years and older,12.0,3.9591183949496886
TR,MERCEDES,Classe E,E 350 Coupé 4Matic,ESS,COUPE,2 years old,2.0,1.9388193688765962
TR,TOYOTA,Land Cruiser,Land Cruiser Prado,ESS,4X4,1 year old,1.0,4.709483023103714
TR,MERCEDES,GLA,GLA 220 CDI,DIES,SUV,11 years and older,12.0,1.3934090082155652
TR,INFINITI,Q60,Q60 Journey Coupe,ESS,COUPE,11 years and older,12.0,1.3713758544931962
TR,SKODA,Octavia,Octavia Scout,DIES,BREAK,6 to 10 years old,8.0,5.841843751794077
TR,MITSUBISHI,Eclipse Cross,Eclipse Cross,HR - ESS,SUV,3 to 5 years old,4.0,7.826997820985152
TR,MERCEDES,Classe E,E 250 Bluetec Cabriolet,DIES,CABRIOLET,11 years and older,12.0,4.861063732953883
TR,MAZDA,CX-5,CX-5 (4X4),ESS,SUV,1 year old,1.0,1.3866371988894781
TR,MERCEDES,Vito,Vito 111 CDI,DIES,UTILITAIRE,11 years and older,12.0,6.244370758756783
TR,RENAULT,Espace,Espace IV,DIES,MONOSPACE,1 year old,1.0,2.1721623535242287
TR,DACIA,Dokker,Dokker Van,DIES,UTILITAIRE,6 to 10 years old,8.0,6.87416069722555
TR,BMW,Serie 3,(E91) Touring,DIES,BREAK,11 years and older,12.0,6.730248926216141
TR,MERCEDES,Classe CLK,CLK 220 CDI,DIES,COUPE,11 years and older,12.0,4.702056671033086
