country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,AUDI,A5,A5 Coupe Quattro,ESS-MHEV,COUPE,Less than 1 year old,0.5,0.7062716081142523
TR,OPEL,Zafira,Zafira A,ESS,MONOSPACE,11 years and older,12.0,2.4930829358165707
TR,HONDA,Civic,Civic,DIES,BERLINE,11 years and older,12.0,1.8547821968690028
TR,VAUXHALL,Combo,Combo Cargo,CNG,UTILITAIRE,6 to 10 years old,8.0,4.102485435505902
TR,TOYOTA,Hilux,Hilux 4WD,DIES,PICKUP,6 to 10 years old,8.0,5.75874217674454
TR,RENAULT,Trafic,Trafic II (Charge Utile:1000Kg),DIES,UTILITAIRE,11 years and older,12.0,4.026815551688746
TR,SUBARU,Forester,Forester,DIES,SUV,3 to 5 years old,4.0,0.7022835169911732
TR,BMW,M4,(F83) M4 Cabriolet 30 Jahre,ESS,CABRIOLET,3 to 5 years old,4.0,6.412478412056369
TR,MERCEDES,CLA,CLA 200 D Shooting Brake,DIES,BREAK,Less than 1 year old,0.5,4.498449857456582
TR,MINI,Clubman,Cooper SD Clubman,DIES,BREAK,6 to 10 years old,8.0,2.2557154642263804
TR,LEXUS,LS,LS 500h 4WD,HYB-ESS,BERLINE,Less than 1 year old,0.5,5.521643935715212
TR,VOLKSWAGEN,Tiguan,Tiguan II 4motion,DIES,SUV,1 year old,1.0,3.445984930402972
TR,BMW,Serie 4,(F32) Coupé,DIES,COUPE,6 to 10 years old,8.0,5.204645077229542
TR,MITSUBISHI,Pajero,Pajero Sport,DIES,SUV,11 years and older,12.0,4.822046162608841
TR,OPEL,Corsa,Corsa F Electric,ELEC,BERLINE,3 to 5 years old,4.0,1.2569243517905726
TR,AUDI,Q3,Q3,DIES,SUV,1 year old,1.0,6.548297889840275
TR,BMW,Serie 3,(F30) Berline,HR - ESS,BERLINE,3 to 5 years old,4.0,0.6931471805599453
TR,MITSUBISHI,Triton,Triton,ESS,PICKUP,11 years and older,12.0,2.1216696758072184
TR,RENAULT,Clio,Clio II,ESS,BERLINE,11 years and older,12.0,4.2632991340551065
TR,CITROEN,Berlingo,Berlingo II V.U 800kg chantier,DIES,UTILITAIRE,11 years and older,12.0,2.06504162845902
TR,MERCEDES,Sprinter,Sprinter 315 CDI 3t5,DIES,UTILITAIRE,11 years and older,12.0,5.62592757854266
TR,MERCEDES,EQS,EQS 580 4Matic,ELEC,BERLINE,Less than 1 year old,0.5,6.949871697185394
TR,AUDI,A5,A5 Cabriolet,DIES,CABRIOLET,Less than 1 year old,0.5,1.998681408028853
TR,AUDI,A5,A5 Coupe Quattro,ESS-MHEV,COUPE,2 years old,2.0,0.7089254762538835
TR,CITROEN,Berlingo,Berlingo II V.U 750kg chantier,ESS,UTILITAIRE,11 years and older,12.0,7.08312097342225
TR,VOLVO,XC60,XC60 AWD,DIES-MHEV,SUV,3 to 5 years old,4.0,0.7095603872882478
TR,CITROEN,C5,C5 II Tourer,ESS,BREAK,11 years and older,12.0,1.064184034590507
TR,PORSCHE,Macan,Macan,ESS,SUV,6 to 10 years old,8.0,5.817234034643126
TR,FORD,Transit,Transit FT 300 L,DIES,UTILITAIRE,11 years and older,12.0,2.847080641282372
TR,SKODA,Rapid,Rapid,DIES,BERLINE,6 to 10 years old,8.0,6.244338076055015
TR,CUPRA,Born,Born VZ XL 77 kWh,ELEC,MONOSPACE,Less than 1 year old,0.5,4.873401851188298
TR,LAND ROVER,Defender,Defender II 130,ESS-MHEV,4X4,2 years old,2.0,8.677116137904255
TR,NISSAN,Leaf,Leaf,ELEC,BERLINE,11 years and older,12.0,6.664146559545213
TR,VOLKSWAGEN,ID.4,ID.4 Pure Performance,ELEC,SUV,3 to 5 years old,4.0,1.719044569890661
TR,MAZDA,CX-5,CX-5 (4X2),ESS,SUV,Less than 1 year old,0.5,0.6931471805599453
TR,BMW,X3,X3 sDrive20i,ESS,SUV,2 years old,2.0,4.750158876143431
TR,PEUGEOT,108,108,ESS,BERLINE,6 to 10 years old,8.0,0.6961207898399179
TR,AUDI,Q3,Q3,DIES,SUV,6 to 10 years old,8.0,1.0372749158246102
TR,SEAT,Leon,Leon III FR,ESS,BERLINE,3 to 5 years old,4.0,6.437063951448087
TR,KIA,Cee'd,Cee'd GT,ESS,BERLINE,6 to 10 years old,8.0,0.6931471805599453
TR,OPEL,Grandland X,Grandland X,HR - ESS,MONOSPACE,3 to 5 years old,4.0,1.2037211736637237
TR,MINI,Mini,John Cooper Works Cabrio,ESS,CABRIOLET,11 years and older,12.0,3.6447169908270385
TR,MINI,Mini,Mini Cooper Cabrio,ESS,CABRIOLET,3 to 5 years old,4.0,1.2175420912985462
TR,TOYOTA,Corolla,Corolla Touring Sports,HYB-ESS,BREAK,2 years old,2.0,2.911075589402761
TR,MERCEDES,CLA,CLA 250 4Matic,ESS,BERLINE,3 to 5 years old,4.0,1.2677677122720814
TR,VOLKSWAGEN,CC,CC,DIES,COUPE,11 years and older,12.0,1.263402414190645
TR,MASERATI,Levante,Levante S,ESS,SUV,6 to 10 years old,8.0,7.180213578717703
TR,AUDI,A5,A5 Coupe Quattro,ESS-MHEV,COUPE,Less than 1 year old,0.5,7.953941338087074
TR,NISSAN,Juke,Juke,DIES,SUV,3 to 5 years old,4.0,2.0498389261906276
TR,ISUZU,D-Max,D-Max 4X2,DIES,PICKUP,6 to 10 years old,8.0,1.190383202381612
TR,OPEL,Grandland X,Grandland X,HR - ESS,MONOSPACE,2 years old,2.0,3.6656450085094696
TR,BMW,X3,X3 xDrive18d,DIES,SUV,11 years and older,12.0,3.0047624869355536
TR,INFINITI,QX70,QX70,DIES,SUV,6 to 10 years old,8.0,4.11899411686325
TR,OPEL,Astra,Astra K Sports Tourer,DIES,BERLINE,3 to 5 years old,4.0,1.3804846125246601
TR,FORD,Fiesta,Fiesta VII ST 200,ESS,BERLINE,Less than 1 year old,0.5,8.404381837859756
TR,PORSCHE,911 type 991,911 Carrera GTS,ESS,COUPE,1 year old,1.0,7.336862692730038
TR,SEAT,Toledo,Toledo IV,DIES,BERLINE,11 years and older,12.0,7.285732848272275
TR,OPEL,Astra,Astra L,ESS,BERLINE,1 year old,1.0,0.7597208345533704
TR,SKODA,Karoq,Karoq 4x4 DSG7,DIES,SUV,6 to 10 years old,8.0,3.445620418603793
TR,LAND ROVER,Range Rover Sport,Range Rover Sport II,DIES,4X4,3 to 5 years old,4.0,1.930964312901999
TR,JAGUAR,F-Pace,F-Pace SVR,ESS,SUV,2 years old,2.0,3.9050062496168443
TR,HYUNDAI,Sonata,Sonata V,DIES,BERLINE,11 years and older,12.0,3.7114770323063597
TR,AUDI,A4,A4 Avant Quattro,DIES,BREAK,2 years old,2.0,0.7234963757002132
TR,DS,DS 5,DS 5,ESS,BERLINE,11 years and older,12.0,7.058760085639149
TR,KIA,EV9,EV9,ELEC,SUV,1 year old,1.0,0.7344181588358811
TR,DACIA,Dokker,Dokker,ESS,MONOSPACE,3 to 5 years old,4.0,6.351673922682644
TR,CITROEN,C4,C4 II,DIES,BERLINE,11 years and older,12.0,9.173526274360054
TR,MERCEDES,Classe S,S 450,ESS,BERLINE,11 years and older,12.0,1.010090264872691
TR,PORSCHE,Cayenne,Cayenne III GTS,ESS,SUV,1 year old,1.0,2.9491481831731363
TR,HYUNDAI,Santa Fe,Santa Fe III 2WD,DIES,SUV,11 years and older,12.0,0.6931471805599453
TR,CITROEN,DS 3,DS 3 Racing,ESS,BERLINE,6 to 10 years old,8.0,4.536881219423324
TR,DACIA,Duster,Duster II 4x2,DIES,SUV,11 years and older,12.0,4.790871231871734
TR,OPEL,Zafira,Zafira C,DIES,MONOSPACE,6 to 10 years old,8.0,5.517205084922054
TR,SEAT,Altea,Altea XL,DIES,MONOSPACE,6 to 10 years old,8.0,5.50509574820411
TR,SKODA,Enyaq,Enyaq iV 80,ELEC,SUV,3 to 5 years old,4.0,2.9889164863765325
TR,PEUGEOT,308,308 SW,ESS,BREAK,6 to 10 years old,8.0,4.536218570556174
TR,MERCEDES,Classe CLC,CLC 160,ESS,COUPE,11 years and older,12.0,3.9652258276529713
TR,SUBARU,Legacy,Legacy V SW,ESS,BREAK,6 to 10 years old,8.0,3.6509067665824464
TR,ABARTH,500 / 595 / 695,595 C Competizione,ESS,CABRIOLET,6 to 10 years old,8.0,3.43770124587202
TR,BMW,i3,i3s,HYB-ESS,BERLINE,3 to 5 years old,4.0,1.8247811798226294
TR,BMW,Serie 4,(F36) Gran Coupé,ESS,BERLINE,11 years and older,12.0,4.963866462480865
TR,MERCEDES,GLA,GLA 200 CDI 4Matic,DIES,SUV,6 to 10 years old,8.0,1.957216446018576
TR,SKODA,Superb,Superb Combi,ESS,BREAK,3 to 5 years old,4.0,9.140071741974303
TR,TOYOTA,RAV4,RAV4 IV (4WD),DIES,SUV,11 years and older,12.0,8.36533148213465
TR,HONDA,E,E,ELEC,BERLINE,2 years old,2.0,5.176906837529665
TR,OPEL,Mokka,Mokka-E,ELEC,SUV,3 to 5 years old,4.0,1.4756934265941244
TR,FORD,Kuga,Kuga III 4X2,ESS,SUV,6 to 10 years old,8.0,2.655473139514788
TR,MAZDA,MX5,MX5 ND RF,ESS,CABRIOLET,1 year old,1.0,2.293523906775415
TR,FORD,Galaxy,Galaxy,ESS,MONOSPACE,11 years and older,12.0,0.707287176892985
TR,MG,MG4,MG4,ELEC,BERLINE,1 year old,1.0,6.165801139205839
TR,BMW,Serie 5,(F11) Touring,DIES,BREAK,6 to 10 years old,8.0,4.45865790808302
TR,CHEVROLET,Spark,Spark,ESS,BERLINE,3 to 5 years old,4.0,0.6931471805599453
TR,NISSAN,Leaf,Leaf,ELEC,BERLINE,6 to 10 years old,8.0,1.5792141209285786
TR,TESLA,Model S,Model S 90,ELEC,BERLINE,1 year old,1.0,1.6666671916173192
TR,FIAT,Talento,Talento Panomara,DIES,UTILITAIRE,6 to 10 years old,8.0,10.312958162537262
TR,VOLKSWAGEN,Tiguan,Tiguan 4motion,ESS,SUV,6 to 10 years old,8.0,3.348707114045876
TR,BMW,X4,X4 xDrive 20i,ESS,SUV,2 years old,2.0,5.35179167096068
TR,MAN,TGE,TGE plateau simple / charge utile augmentée,DIES,UTILITAIRE,2 years old,2.0,4.168231500028163
TR,LAND ROVER,Defender,Defender 110,ESS,4X4,2 years old,2.0,0.6931471805599453
TR,MERCEDES,Classe A,A 170,ESS,BERLINE,11 years and older,12.0,1.098619323381909
TR,CITROEN,Nemo,Nemo Fourgon,DIES,UTILITAIRE,6 to 10 years old,8.0,0.7188000246613834
TR,VOLKSWAGEN,Golf,Golf VII,ETH,BERLINE,6 to 10 years old,8.0,5.963971799729796
TR,PEUGEOT,3008,3008,DIES,MONOSPACE,11 years and older,12.0,3.644444530200207
TR,JAGUAR,I-Pace,I-Pace,ELEC,SUV,1 year old,1.0,2.8481453061487656
TR,AUDI,A5,A5 Sportback,ESS,BERLINE,11 years and older,12.0,3.44782598172739
TR,DACIA,Spring,Spring,ELEC,BERLINE,2 years old,2.0,5.708596415191039
TR,MERCEDES,Sprinter,Sprinter II 516 CDI 5t,DIES,UTILITAIRE,6 to 10 years old,8.0,1.1285591493088378
TR,VOLVO,V90,V90 AWD,ESS,BREAK,6 to 10 years old,8.0,3.3118734249326827
TR,INFINITI,Q40,Q40 AWD,ESS,BERLINE,11 years and older,12.0,4.731476853340728
TR,MERCEDES,GLS,GLS 63 S 4Matic +,ESS-MHEV,SUV,1 year old,1.0,1.5441733700252236
TR,MERCEDES,Classe B,B 200,ESS,MONOSPACE,11 years and older,12.0,4.7045835534565486
TR,PEUGEOT,Partner,Partner III,ESS,MONOSPACE,2 years old,2.0,3.740385278163368
TR,TOYOTA,Hilux,Hilux,DIES,PICKUP,6 to 10 years old,8.0,7.9660954295527615
TR,PORSCHE,911 type 997,911 Carrera Targa 4,ESS,COUPE,11 years and older,12.0,0.6931471805599453
TR,PEUGEOT,Boxer,Boxer,DIES,UTILITAIRE,6 to 10 years old,8.0,2.4396342047056736
TR,SKODA,Octavia,Octavia Combi RS,ESS,BREAK,3 to 5 years old,4.0,2.719823736602423
TR,LAND ROVER,Discovery Sport,Discovery Sport,ESS-MHEV,4X4,2 years old,2.0,0.707576014675975
TR,AUDI,A8,A8 Quattro,ESS,BERLINE,2 years old,2.0,1.0128155079046137
TR,MINI,Mini,Mini Cooper Cabrio,ESS,CABRIOLET,11 years and older,12.0,4.4707230964161715
TR,MINI,Clubman,Cooper D Clubman,DIES,BREAK,11 years and older,12.0,7.8736903568888525
TR,MERCEDES,Classe A,A 45 A 4Matic,ESS,BERLINE,6 to 10 years old,8.0,8.284678169281122
TR,RENAULT,Megane,Megane IV Estate,DIES,BREAK,6 to 10 years old,8.0,3.6284974712075297
TR,FORD,Ka,Ka,ESS,BERLINE,6 to 10 years old,8.0,1.626718430564835
TR,DACIA,Duster,Duster III 4x2,LPG,SUV,2 years old,2.0,1.5866756129199835
TR,IVECO,Daily VI,35S14V,DIES,UTILITAIRE,6 to 10 years old,8.0,6.908954055378164
TR,RENAULT,Master,Master II 3t300,DIES,UTILITAIRE,11 years and older,12.0,1.22561612278234
TR,NISSAN,350Z,350Z Roadster,ESS,CABRIOLET,11 years and older,12.0,4.184888721394924
TR,AUDI,A7,A7 Sportback,DIES,BERLINE,6 to 10 years old,8.0,4.686031376538648
TR,KIA,Ceed,Ceed,DIES-MHEV,BERLINE,Less than 1 year old,0.5,8.283542645128021
TR,KIA,Xceed,Xceed,DIES-MHEV,SUV,3 to 5 years old,4.0,8.860183975418671
TR,INFINITI,EX,EX37 Journey,ESS,SUV,3 to 5 years old,4.0,4.118860282407615
TR,SMART,Fortwo,EQ Fortwo,ELEC,COUPE,1 year old,1.0,1.3400121535237401
TR,CUPRA,Leon,Leon VZ,ESS,BERLINE,3 to 5 years old,4.0,3.7744913142088166
TR,MINI,Clubman,Cooper S Clubman All4,ESS,BREAK,3 to 5 years old,4.0,1.022590817012351
TR,IVECO,Daily III,29L12,DIES,UTILITAIRE,11 years and older,12.0,2.596673593296201
TR,KIA,Niro,Niro II,ELEC,SUV,1 year old,1.0,1.218078055054266
TR,VAUXHALL,Agila,Agila,DIES,MONOSPACE,11 years and older,12.0,7.769425322450993
TR,IVECO,Daily VI,35S18V,DIES,UTILITAIRE,3 to 5 years old,4.0,6.9447423113048075
TR,TOYOTA,Aygo,Aygo II,ESS,BERLINE,1 year old,1.0,0.6931471805599453
TR,PEUGEOT,Partner,Partner II V.U,ESS,UTILITAIRE,6 to 10 years old,8.0,1.1037496404743754
TR,MASERATI,GranTurismo,GranTurismo,ESS,COUPE,6 to 10 years old,8.0,2.526277907410388
TR,FORD,Ranger,Ranger III,DIES,PICKUP,6 to 10 years old,8.0,5.106245556817379
TR,RENAULT,Captur,Captur II,LPG,SUV,Less than 1 year old,0.5,0.7141976477470349
TR,OPEL,Corsa,Corsa E OPC,ESS,BERLINE,6 to 10 years old,8.0,4.094894393792057
TR,AUDI,A4,A4 Cabriolet,ESS,CABRIOLET,11 years and older,12.0,1.6547382752565383
TR,FORD,Fiesta,Fiesta VI ST 200,ESS,BERLINE,6 to 10 years old,8.0,0.6931471805599453
TR,MAZDA,6,6 Grand Touring Reserve,ESS,BERLINE,2 years old,2.0,0.6931471805599453
TR,JAGUAR,XF,XF (AWD),DIES,BERLINE,6 to 10 years old,8.0,6.618474417800377
TR,SEAT,Ibiza,Ibiza SC,ESS,COUPE,11 years and older,12.0,2.5515038633087364
TR,BMW,Serie 2,(U06) Active Tourer,ESS,MONOSPACE,Less than 1 year old,0.5,3.130756842464302
TR,VOLKSWAGEN,Golf,Golf VI Variant,ESS,BREAK,11 years and older,12.0,3.0650128049567797
TR,FORD,Kuga,Kuga III 4X4,HR - ESS,SUV,Less than 1 year old,0.5,4.317124316517798
TR,SUZUKI,Jimny,Jimny 2WD,ESS,4X4,11 years and older,12.0,8.255632747649924
TR,PEUGEOT,4007,4007,ESS,SUV,11 years and older,12.0,1.222537645284658
TR,INFINITI,QX70,QX70,ESS,SUV,6 to 10 years old,8.0,1.7358703198748862
TR,MITSUBISHI,ASX,ASX 2WD,ESS,SUV,6 to 10 years old,8.0,1.8916023168620115
TR,RENAULT,Clio,Clio IV RS,ESS,BERLINE,11 years and older,12.0,4.113481942994078
TR,CITROEN,Nemo,Nemo Fourgon,DIES,UTILITAIRE,6 to 10 years old,8.0,4.835754543314936
TR,MERCEDES,Citan,Citan Fourgon,DIES,UTILITAIRE,6 to 10 years old,8.0,5.880621354322611
TR,MITSUBISHI,Attrage,Attrage,ESS,BERLINE,3 to 5 years old,4.0,7.752167384234837
TR,FORD,Puma,Puma ST,ESS,SUV,Less than 1 year old,0.5,7.551954361716435
TR,MERCEDES,Classe GLK,GLK 220 CDI 4Matic,DIES,SUV,11 years and older,12.0,1.668518440093354
TR,MERCEDES,Classe V,V 200 CDI,DIES,MONOSPACE,2 years old,2.0,0.7015075994780632
TR,LEXUS,GS,GS 450h F-Sport,HYB-ESS,BERLINE,6 to 10 years old,8.0,6.63483766580876
TR,KIA,Sportage,Sportage IV 2WD,DIES,SUV,3 to 5 years old,4.0,4.067369600044526
TR,MERCEDES,Classe E,E 400 D 4Matic Coupé,DIES,COUPE,3 to 5 years old,4.0,3.171263442682817
TR,TOYOTA,Avensis,Avensis,DIES,BERLINE,11 years and older,12.0,4.2064387773307015
TR,KIA,Rio,Rio,ESS,BERLINE,3 to 5 years old,4.0,0.6931471805599453
TR,PORSCHE,Macan,Macan GTS,ESS,SUV,Less than 1 year old,0.5,8.887981403353146
TR,RENAULT,Koleos,Koleos II 4x2,DIES,SUV,6 to 10 years old,8.0,5.7773165454165225
TR,OPEL,Movano,Movano II VU,DIES,UTILITAIRE,11 years and older,12.0,2.1271275027506618
TR,MINI,Countryman,Countryman SE AWD,ELEC,SUV,Less than 1 year old,0.5,1.8129950187182695
TR,NISSAN,Kubistar,Kubistar,ESS,UTILITAIRE,11 years and older,12.0,2.9004057916891237
TR,MAZDA,6,6 Grand Touring Reserve,ESS,BERLINE,2 years old,2.0,1.4761433632107304
TR,RENAULT,Kangoo Express,Kangoo Express,DIES,UTILITAIRE,11 years and older,12.0,4.294665787960801
TR,MERCEDES,Classe SL,SL 350,ESS,CABRIOLET,11 years and older,12.0,5.269693622124756
TR,FORD,Fiesta,Fiesta VII ST 200,ESS,BERLINE,3 to 5 years old,4.0,0.6931471805599453
TR,LAND ROVER,Range Rover Velar,Range Rover Velar,HR - ESS,SUV,Less than 1 year old,0.5,7.265120717842397
TR,BMW,X4,X4 xDrive 30i,ESS,SUV,Less than 1 year old,0.5,1.5383434542507413
TR,ABARTH,500 / 595 / 695,595 Turismo,ESS,BERLINE,11 years and older,12.0,3.7634096647507453
TR,JAGUAR,XF,XF Sportbrake (AWD),DIES,BREAK,3 to 5 years old,4.0,3.852038774983727
TR,RENAULT,Master,Master III VU,DIES,UTILITAIRE,6 to 10 years old,8.0,2.272577824155388
TR,RENAULT,Modus,Grand Modus,ESS,MONOSPACE,11 years and older,12.0,3.007235512140192
TR,VOLVO,S90,S90 AWD,ESS,BERLINE,6 to 10 years old,8.0,1.6536612326277402
TR,OPEL,Grandland,Grandland,HYB-ESS,MONOSPACE,1 year old,1.0,7.965157175084246
TR,CHRYSLER,300C,300C,DIES,BERLINE,11 years and older,12.0,1.7437065745815408
TR,KIA,Xceed,Xceed,ESS-MHEV,SUV,2 years old,2.0,10.218875789950701
TR,SKODA,Superb,Superb 4x4,DIES,BERLINE,1 year old,1.0,0.7235974302709297
TR,VOLKSWAGEN,Passat,Passat,DIES,BERLINE,11 years and older,12.0,5.262713130589317
TR,FIAT,Doblo,Doblo Cargo,ESS,UTILITAIRE,11 years and older,12.0,0.9954535936649087
TR,SEAT,Ateca,Ateca,DIES,SUV,6 to 10 years old,8.0,1.5165003338047502
TR,AUDI,Q7,Q7,DIES-MHEV,SUV,6 to 10 years old,8.0,0.704627404658859
TR,MERCEDES,CLA,CLA 180,ESS,BERLINE,6 to 10 years old,8.0,4.138847094296192
TR,SEAT,Ibiza,Ibiza SC,DIES,COUPE,6 to 10 years old,8.0,1.8128738950299548
TR,TESLA,Model X,Model X 60D,ELEC,SUV,3 to 5 years old,4.0,0.6945287859072398
TR,AUDI,Q3,RS Q3,ESS,SUV,Less than 1 year old,0.5,8.104617269817231
TR,LEXUS,UX,UX300E,ELEC,SUV,Less than 1 year old,0.5,4.186994906224548
TR,BMW,Serie 4,(G26) Gran Coupé,DIES-MHEV,COUPE,3 to 5 years old,4.0,1.8780405830227789
TR,KIA,Niro,Niro II,HYB-ESS,SUV,Less than 1 year old,0.5,2.150728270209547
TR,RENAULT,Laguna,Laguna III GT 4control,DIES,BERLINE,6 to 10 years old,8.0,4.9011389157377625
TR,BMW,X6,X6 xDrive 40d,DIES,SUV,11 years and older,12.0,3.0362368989215267
TR,AUDI,A4,RS4 Avant,ESS,BREAK,6 to 10 years old,8.0,3.9911924980897027
TR,LAND ROVER,Range Rover,Range Rover IV,HYB-DIES,4X4,11 years and older,12.0,6.853807056163187
TR,MAZDA,2,2,ESS,BERLINE,6 to 10 years old,8.0,2.343641935661031
TR,VOLKSWAGEN,Golf,Golf VII,DIES,BERLINE,6 to 10 years old,8.0,1.1831667938978465
TR,BMW,X1,X1 xDrive25i,ESS,SUV,3 to 5 years old,4.0,7.784937020294899
TR,PORSCHE,Panamera,Panamera II Sport Turismo 4S E-Hybrid,HR - ESS,BREAK,Less than 1 year old,0.5,5.530264574914436
TR,TOYOTA,Auris,Auris II,DIES,BERLINE,6 to 10 years old,8.0,5.25922409875531
TR,VOLKSWAGEN,ID.4,ID.4 Pro GTX,ELEC,SUV,2 years old,2.0,4.98057849800735
TR,AUDI,Q3,Q3,DIES,SUV,11 years and older,12.0,1.359470178963187
TR,ABARTH,500 / 595 / 695,500 C Esseesse,ESS,CABRIOLET,11 years and older,12.0,4.031570923576652
TR,CITROEN,C4 Picasso,C4 Grand Picasso,DIES,MONOSPACE,6 to 10 years old,8.0,7.317302420896736
