country_iso,car_maker_name,car_segment_name,car_type_name,energy,body_style,code_age,age_years,log_total_vehicles
TR,VOLKSWAGEN,Golf,Logan II MCV,ESS,BREAK,2 years old,2.0,7.293334663372016
TR,PEUGEOT,Marvel R,Santa Fe III 2WD,ESS,COUPE,11 years and older,12.0,6.7617246318004165
TR,RENAULT,Multivan,EQB 250,DIES,MONOSPACE,6 to 10 years old,8.0,5.360474606114445
TR,RENAULT,Megane,Polo VI,ETH,BREAK,11 years and older,12.0,6.850068371760115
TR,KIA,Swift,X1 xDrive25e,ESS,BREAK,2 years old,2.0,3.760577272444263
TR,INFINITI,E,Tiguan 4motion,ESS,SUV,11 years and older,12.0,3.19001354291222
TR,MAZDA,Bravo,Multivan T7,ESS,BERLINE,2 years old,2.0,2.5181743885768397
TR,SKODA,Octavia,Octavia Combi,ESS,BREAK,11 years and older,12.0,8.658931718836335
TR,TOYOTA,Corolla,Land Cruiser 150,HYB-ESS,BERLINE,1 year old,1.0,3.6777575701988603
TR,BMW,Corolla,Malibu,DIES,BERLINE,Less than 1 year old,0.5,4.18402840268697
TR,MERCEDES,Vito,Megane IV Estate,ELEC,UTILITAIRE,Less than 1 year old,0.5,1.654635551654347
TR,SEAT,Tarraco,Leon IV ST,DIES,BERLINE,2 years old,2.0,5.506718877073753
TR,ACURA,New Beetle,Cayman,ESS,SUV,6 to 10 years old,8.0,5.667149953539687
TR,RENAULT,Megane,R 320 CDI,LPG,BERLINE,11 years and older,12.0,7.050174567686069
TR,SKODA,A3,Ducato (PTAC 3300),ESS,BERLINE,2 years old,2.0,6.42016811788308
TR,RENAULT,Megane,Tipo II SW,ETH,BREAK,11 years and older,12.0,6.822517615970364
TR,FIAT,Ducato,Doblo,ESS,UTILITAIRE,6 to 10 years old,8.0,3.7398075589554356
TR,VAUXHALL,Zafira,C 300 D 4 Matic Break,DIES,MONOSPACE,11 years and older,12.0,7.801455661428581
TR,SAAB,09-May,Superb Combi 4x4,DIES,BERLINE,3 to 5 years old,4.0,3.8100735044749126
TR,PEUGEOT,Avenger,Zafira B,DIES,BREAK,3 to 5 years old,4.0,6.743033598806494
TR,ROVER,Discovery,SLK 350,ESS,BERLINE,11 years and older,12.0,6.667154862240381
TR,SKODA,Octavia,Octavia Combi,ESS,BREAK,11 years and older,12.0,8.06242475777737
TR,MAN,TGE,S6,DIES,UTILITAIRE,2 years old,2.0,5.320686570439516
TR,MAZDA,S80,Passat SW,DIES,SUV,11 years and older,12.0,6.95226739086272
TR,VOLKSWAGEN,California,California Van,DIES,MOTORHOME,11 years and older,12.0,3.555435018877665
TR,CHEVROLET,M4,Mokka 4X2,ESS,BERLINE,1 year old,1.0,1.8807562127099084
TR,AUDI,Macan,GLC 250 D 4Matic,ESS,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,RENAULT,Octavia,PT Cruiser,DIES,BERLINE,6 to 10 years old,8.0,9.586876855483567
TR,AUDI,V90,EQE 43 4Matic SUV,ESS,BERLINE,Less than 1 year old,0.5,5.5554604761087765
TR,VOLKSWAGEN,Evalia,CLA 180,DIES,UTILITAIRE,11 years and older,12.0,5.63321512660958
TR,CITROEN,Elise,Golf VII,ESS,COUPE,2 years old,2.0,3.625875735647526
TR,MAZDA,CX-3,Superb,ESS,SUV,3 to 5 years old,4.0,0.6931471805599453
TR,SKODA,Octavia,Octavia Combi,ESS,BREAK,3 to 5 years old,4.0,6.495029976432962
TR,MERCEDES,207,Vivaro II 2t700,DIES,UTILITAIRE,11 years and older,12.0,6.399478599760062
TR,RENAULT,Astra,E 250 CDI,DIES,BERLINE,11 years and older,12.0,5.719280426241082
TR,ALFA ROMEO,Panda,X-Trail III 4x2,LPG,BERLINE,3 to 5 years old,4.0,3.7845227043381118
TR,ALFA ROMEO,Venga,Matiz,ESS,SUV,1 year old,1.0,4.111763167867259
TR,MAZDA,Corsa,CLA 200 CDI,ESS,BERLINE,11 years and older,12.0,0.6931471805599453
TR,MAZDA,XC70,35S17,ESS,BERLINE,11 years and older,12.0,0.7181002397144901
TR,MINI,Duster,3008 Grip Control,DIES,BREAK,3 to 5 years old,4.0,2.994634463507462
TR,RENAULT,Megane,E 350 Coupé 4Matic,ETH,BREAK,11 years and older,12.0,6.951099646629461
TR,BMW,Ceed,Cabrio,ESS,BERLINE,2 years old,2.0,5.676993688961937
TR,PEUGEOT,Astra,4C,ESS,MONOSPACE,11 years and older,12.0,7.090906860837814
TR,TOYOTA,Land Cruiser,Land Cruiser 150,HYB-ESS,COUPE,1 year old,1.0,6.572290541357752
TR,ALFA ROMEO,Porter,Boxer 435,ESS,SUV,1 year old,1.0,2.4429942753306437
TR,AUDI,A6,Q60 Sport Convertible,DIES-MHEV,COUPE,Less than 1 year old,0.5,0.6931471805599453
TR,SKODA,Octavia,V90,DIES,BERLINE,11 years and older,12.0,7.137680305684138
TR,DACIA,Splash,Outlander 2WD,ESS,SUV,6 to 10 years old,8.0,6.1633053328276
TR,MAZDA,Q4,Bipper,ESS,SUV,1 year old,1.0,2.623644120568153
TR,AUDI,A6,Grandis,DIES-MHEV,BERLINE,Less than 1 year old,0.5,3.45719778630488
TR,FIAT,Caddy,Espace IV,DIES,BERLINE,3 to 5 years old,4.0,3.992088089890322
TR,SKODA,Focus,Model 3 Long Range,DIES,BREAK,1 year old,1.0,8.543666998404062
TR,CHEVROLET,Giulietta,Lodgy Stepway,ESS,BERLINE,3 to 5 years old,4.0,6.314669852354358
TR,MERCEDES,Classe C,Patriot Latitude,ESS,SUV,Less than 1 year old,0.5,2.881384883387866
TR,AUDI,A5,300C SRT8 Touring,ESS-MHEV,BERLINE,Less than 1 year old,0.5,2.4406886058911854
TR,INFINITI,Grande Punto,MX5 ND RF,ESS,SUV,11 years and older,12.0,5.437637266844793
TR,AUDI,A4,Scenic II,ESS,BERLINE,6 to 10 years old,8.0,2.6793512365684133
TR,TOYOTA,Yaris,35C16V,HYB-ESS,BERLINE,11 years and older,12.0,6.83050390170956
TR,DACIA,GranTurismo,Matiz,ELEC,BERLINE,2 years old,2.0,7.860163397758991
TR,PEUGEOT,Classe S,C 200,DIES,BERLINE,3 to 5 years old,4.0,2.6029254720350723
TR,MERCEDES,Classe S,Mini Cooper Cabrio,ELEC,COUPE,3 to 5 years old,4.0,1.7246564156995914
TR,MAZDA,Freemont,Compass II 4x2,ESS,MONOSPACE,11 years and older,12.0,6.321581014269919
TR,HONDA,Evalia,C3 II,DIES,SUV,11 years and older,12.0,5.525606371688781
TR,PEUGEOT,Charade,Sharan,ESS,MONOSPACE,6 to 10 years old,8.0,6.822546679254606
TR,VOLVO,V60,Duster II 4x4,DIES,BREAK,6 to 10 years old,8.0,7.156799671120699
TR,RENAULT,Megane,Fiorino III Combi,ETH,BREAK,11 years and older,12.0,3.3283044820392798
TR,MAZDA,Ceed,Corsa F Electric,HYB-ESS,BERLINE,2 years old,2.0,6.977428439404269
TR,BMW,XF,Grandland X,ESS,BERLINE,2 years old,2.0,2.350042341029453
TR,MAN,TGE,Ibiza Cupra,DIES,UTILITAIRE,1 year old,1.0,7.232429841025365
TR,AUDI,A5,Jumper 3t500 4X4,DIES-MHEV,BERLINE,Less than 1 year old,0.5,3.1117623670099896
TR,CHEVROLET,IS,Mokka 4X2,ESS,SUV,Less than 1 year old,0.5,0.7096521243672294
TR,AUDI,Ceed,Corolla Touring Sports,ESS,BERLINE,1 year old,1.0,0.7189705198263289
TR,MERCEDES,Rio,TTS Roadster,ESS,BERLINE,11 years and older,12.0,7.683544963789775
TR,MERCEDES,Kizashi,Grandland X,DIES,COUPE,3 to 5 years old,4.0,4.01052326787103
TR,FORD,Mondeo,GLA 250 4Matic,DIES,UTILITAIRE,6 to 10 years old,8.0,7.617569043442025
TR,RENAULT,A7,V 200 CDI,ESS,BERLINE,3 to 5 years old,4.0,8.640669684669527
TR,BMW,GLA,IS 300h,ESS,COUPE,3 to 5 years old,4.0,0.6931471805599453
TR,MAZDA,Optima,Range Rover IV P400E,DIES,BERLINE,3 to 5 years old,4.0,5.370222061537882
TR,MERCEDES,Range Rover Velar,Ioniq 5,ESS,BERLINE,3 to 5 years old,4.0,6.827817700390616
TR,VOLVO,V60,Duster II 4x4,ESS,BREAK,6 to 10 years old,8.0,0.7118075845375464
TR,RENAULT,Megane,Megane III Estate,ETH,BERLINE,11 years and older,12.0,7.8641711589337016
TR,AUDI,A5,A5 Sportback,ESS,BERLINE,3 to 5 years old,4.0,1.555521995802372
TR,RENAULT,Optima,Phaeton,HYB-ESS,BERLINE,Less than 1 year old,0.5,9.056926567337946
TR,AUDI,A4,CTS Coupé,ESS,BERLINE,Less than 1 year old,0.5,2.935635461329228
TR,OPEL,Expert,Wrangler JK Rubicon X,ETH,MONOSPACE,3 to 5 years old,4.0,6.256657780524686
TR,RENAULT,RunX,Ariya,ESS,MONOSPACE,11 years and older,12.0,7.669782389851808
TR,AUDI,A5,Jimny,ELEC,BERLINE,Less than 1 year old,0.5,9.87457420861026
TR,AUDI,A3,CLC 180 KOMPRESSOR,DIES,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,BMW,Austral,DS 4,ESS,BERLINE,2 years old,2.0,3.4570574122495645
TR,BMW,Ranger,Mini One,HR - ESS,SUV,2 years old,2.0,3.6961231800850802
TR,RENAULT,Logan,Mondeo IV Sedan,ETH,BREAK,1 year old,1.0,7.551706431041106
TR,MAZDA,6,C6,ESS,BERLINE,11 years and older,12.0,1.6890981666223024
TR,VOLKSWAGEN,California,911 Carrera GTS Cabriolet,DIES,MOTORHOME,11 years and older,12.0,3.3368406331796066
TR,SKODA,Octavia,Octavia Combi,DIES,BREAK,3 to 5 years old,4.0,8.188491678265128
TR,ROLLS ROYCE,Panda,Zafira B,ESS,BERLINE,11 years and older,12.0,5.861819601603882
TR,MAZDA,6,Grand Vitara,ESS,SUV,11 years and older,12.0,2.8741907598889034
TR,AUDI,Ceed,Q40,ESS,BERLINE,Less than 1 year old,0.5,9.704153264378501
TR,NISSAN,Lodgy,C 280 CGI Break,DIES,UTILITAIRE,11 years and older,12.0,6.45530464370382
TR,MAZDA,6,Superb,ESS,BERLINE,3 to 5 years old,4.0,5.330976142898623
TR,RENAULT,Ducato,E 350 Bluetec 4Matic Break,ELEC,UTILITAIRE,2 years old,2.0,4.249623280524187
TR,NISSAN,Agila,Laguna II Estate,ESS,COUPE,3 to 5 years old,4.0,1.7451743804416449
TR,AUDI,A5,GS 300h,ESS,BERLINE,Less than 1 year old,0.5,8.840328083769936
TR,MAZDA,EV9,Scenic Xmod,ESS,BERLINE,11 years and older,12.0,6.187591378247232
TR,FIAT,Ducato,Doblo,DIES,UTILITAIRE,11 years and older,12.0,4.467523829712652
TR,MAZDA,RC,Pathfinder,ESS,BERLINE,6 to 10 years old,8.0,6.904144443541237
TR,RENAULT,Megane,Megane III Estate,ETH,BERLINE,11 years and older,12.0,7.13072703355973
TR,BENTLEY,Continental,911 Carrera Cabriolet,DIES,SUV,3 to 5 years old,4.0,0.7019735140215565
TR,MERCEDES,Kizashi,Camry Hybrid,DIES,BREAK,1 year old,1.0,2.8898803105101996
TR,SAAB,09-May,GLK 220 CDI,HR - ESS,BERLINE,6 to 10 years old,8.0,3.3891338504895434
TR,TOYOTA,RAV4,Astra F,DIES,UTILITAIRE,11 years and older,12.0,7.351668130464639
TR,INFINITI,Streetwise,Astra J GTC,ESS,SUV,6 to 10 years old,8.0,6.971954972160244
TR,AUDI,A8,Leon IV ST,ESS,SUV,3 to 5 years old,4.0,5.345723208530956
TR,PEUGEOT,Jumpy,Fiorino III Combi,ETH,BREAK,11 years and older,12.0,4.276814775359417
TR,AUDI,A4,Astra H OPC,ESS,BERLINE,Less than 1 year old,0.5,0.6931471805599453
TR,MAZDA,C-HR,Superb,ESS,SUV,1 year old,1.0,4.3864690768098
TR,SKODA,Octavia,FX30d,ESS,BERLINE,11 years and older,12.0,4.256932305579421
TR,HONDA,Coo,Q3 Sportback,ESS,BREAK,11 years and older,12.0,6.663558108372877
TR,HYUNDAI,6,C 320 CDI,ESS,BERLINE,11 years and older,12.0,2.626206984159576
TR,AUDI,A4,YRV,ESS,BREAK,Less than 1 year old,0.5,0.6994895453097275
TR,MINI,Corsa,2008,ESS,BERLINE,1 year old,1.0,0.6931471805599453
TR,RENAULT,Megane,Logan II,ETH,BREAK,3 to 5 years old,4.0,0.6933838588118385
TR,VOLKSWAGEN,PT Cruiser,Kangoo,ESS,CABRIOLET,11 years and older,12.0,6.953412485413268
TR,OPEL,Swift,Santa Fe III 4WD,ESS,BERLINE,11 years and older,12.0,0.7212746423731586
TR,AUDI,Corvette,e-Traveller,ESS,COUPE,Less than 1 year old,0.5,0.7241460601821548
TR,SKODA,Octavia,Tiguan II R,ESS,BERLINE,1 year old,1.0,7.611483182403359
TR,MG ROVER,E,Tiguan II,ESS,SUV,11 years and older,12.0,2.214116488791967
TR,MERCEDES,Evalia,Santa Fe III 4WD,DIES,BERLINE,1 year old,1.0,4.778671492071758
TR,MAZDA,2008,Trafic II (Charge Utile:1000Kg),ESS,BERLINE,6 to 10 years old,8.0,1.5342878387143513
TR,RENAULT,Megane,E 220 Bluetec Coupé,ESS,BREAK,1 year old,1.0,2.5664660343432497
TR,MERCEDES,A7,(G32) Gran Turismo,DIES,BREAK,11 years and older,12.0,3.9533686871752964
TR,KIA,Kodiaq,Boxer 333,ESS,BERLINE,2 years old,2.0,4.877532015955056
TR,BMW,Clio,X 250 D 4x4,ESS-MHEV,BERLINE,2 years old,2.0,5.362877603178234
TR,BMW,Rover 75,GS 300,HYB-ESS,BREAK,2 years old,2.0,3.103144972363617
TR,FORD,Focus,Kona II EV,ESS,BERLINE,2 years old,2.0,5.042200885601483
TR,FIAT,Rover 75,B 160,DIES,UTILITAIRE,3 to 5 years old,4.0,7.226683793447711
TR,PEUGEOT,Ka,Cee'd,ESS,BERLINE,11 years and older,12.0,5.771484280645815
TR,MAZDA,6,Grand Vitara,ESS,BERLINE,2 years old,2.0,4.074296201218842
TR,SUZUKI,Panda,E 320 CDI,ESS,BERLINE,11 years and older,12.0,7.1737578748909465
TR,CITROEN,Citan,Grand Voyager,ESS,SUV,6 to 10 years old,8.0,7.416801445878341
TR,TOYOTA,Corolla,Jazz,DIES,UTILITAIRE,11 years and older,12.0,6.977807592754873
TR,CITROEN,TGE,3 Berline,DIES,BREAK,3 to 5 years old,4.0,3.050390177668067
TR,IVECO,Daily VI,Combo Cargo,DIES,UTILITAIRE,11 years and older,12.0,5.205606140982642
TR,TOYOTA,Yaris,Crafter Van 35,HYB-ESS,BERLINE,3 to 5 years old,4.0,5.696368482183577
TR,RENAULT,Megane,Mini John Cooper Works Coupé,ETH,BREAK,11 years and older,12.0,6.187816018208926
TR,FORD,Vito,Phantom Extended Wheelbase,DIES,UTILITAIRE,6 to 10 years old,8.0,9.009833254805326
TR,SAAB,09-May,Ranger III,DIES,BREAK,6 to 10 years old,8.0,3.410638696276298
TR,ALFA ROMEO,Seal,E 450 4Matic Cabriolet,ESS,BERLINE,11 years and older,12.0,1.2133248830895687
TR,ALFA ROMEO,Meriva,Partner II V.U,ESS,SUV,6 to 10 years old,8.0,0.7000101751186173
TR,MAZDA,Stelvio,(G06) X6 M50d,ESS,SUV,2 years old,2.0,2.5603235654327703
TR,OPEL,Classe B,(E46) Berline,DIES,MONOSPACE,6 to 10 years old,8.0,7.103974155668765
TR,SEAT,Serie 8,Superb Combi,HR - ESS,BERLINE,2 years old,2.0,5.248991836567765
TR,VOLVO,Rio,XF Sportbrake,ESS,BERLINE,11 years and older,12.0,7.121095771313586
TR,VOLKSWAGEN,California,California 4Motion,DIES,MOTORHOME,6 to 10 years old,8.0,3.446177137021121
TR,MERCEDES,Multivan,Baleno,DIES,BERLINE,6 to 10 years old,8.0,2.6502996950670377
TR,MERCEDES,Vito,Jumper 3t200,DIES,UTILITAIRE,11 years and older,12.0,1.206022581852511
TR,JAGUAR,F-Pace,i8,DIES,SUV,3 to 5 years old,4.0,2.270681568095752
TR,BMW,M3,Jumper Combi,ESS,COUPE,11 years and older,12.0,6.2101578712910985
TR,VAUXHALL,Astra,812 Superfast,DIES,MONOSPACE,11 years and older,12.0,5.436941317649046
TR,LAMBORGHINI,CLS,Megane IV RS Trophy-R,ESS,BERLINE,2 years old,2.0,0.6931471805599453
TR,MAZDA,6,Superb,ESS,BERLINE,1 year old,1.0,6.5330367465376415
TR,SUZUKI,Polo,Range Rover IV,HYB-ESS,BERLINE,11 years and older,12.0,2.3420885847941624
TR,OPEL,F-Pace,Bipper,DIES,BERLINE,Less than 1 year old,0.5,2.8233386324740493
TR,IVECO,Ducato,Dokker Stepway,DIES,UTILITAIRE,6 to 10 years old,8.0,8.902705406375375
TR,CITROEN,Berlingo,Tourneo Custom,ELEC,BERLINE,2 years old,2.0,1.883125511974882
TR,RENAULT,Megane,GLS 400 d 4Matic,ETH,BREAK,11 years and older,12.0,7.385183058182913
